user_id,transaction_id,item_id,item_name,quantity_purchased,unit,price_total,purchase_date,store_name,payment_method,discount_applied,category,brand,location,receipt_source,weekday,purchase_channel,consumption_start_date,expected_depletion_date
U001,TU001_20250716_0010,I_tofu,tofu,1.45,kg,10.95,2025-07-16,Target,credit_card,False,protein,Generic,"Boston, MA",email,Wednesday,in_store,2025-07-17,2025-08-24
U001,TU001_20250412_0011,I_chocolate_chips,chocolate_chips,2.04,kg,14.62,2025-04-12,Trader Joe's,debit_card,True,others,Kirkland,"Boston, MA",email,Saturday,in_store,2025-04-13,2025-05-30
U001,TU001_20250617_0012,I_chocolate_chips,chocolate_chips,0.77,kg,6.16,2025-06-17,Whole Foods,debit_card,False,others,Kirkland,"Boston, MA",OCR,Tuesday,in_store,2025-06-18,2025-07-05
U001,TU001_20250114_0013,I_potatoes,potatoes,1.27,kg,6.17,2025-01-14,Target,debit_card,False,produce,365,"Boston, MA",OCR,Tuesday,online,2025-01-15,2025-02-07
U001,TU001_20250406_0014,I_apples,apples,1.82,kg,6.17,2025-04-06,Market Basket,credit_card,False,produce,Generic,"Boston, MA",manual,Sunday,in_store,2025-04-06,2025-04-20
U001,TU001_20250619_0015,I_lentils,lentils,1.49,kg,12.61,2025-06-19,Whole Foods,credit_card,False,protein,TraderJoes,"Boston, MA",manual,Thursday,online,2025-06-20,2025-07-20
U001,TU001_20250425_0016,I_onion_powder,onion_powder,1.0,kg,8.62,2025-04-25,Target,cash,False,condiments_spices,TraderJoes,"Boston, MA",OCR,Friday,online,2025-04-25,2025-08-03
U001,TU001_20250211_0017,I_cabbage,cabbage,2.47,kg,11.71,2025-02-11,Whole Foods,cash,False,produce,TraderJoes,"Boston, MA",email,Tuesday,in_store,2025-02-13,2025-03-05
U001,TU001_20250408_0018,I_pork_chops,pork_chops,1.04,kg,17.21,2025-04-08,Target,credit_card,False,protein,TraderJoes,"Boston, MA",manual,Tuesday,in_store,2025-04-10,2025-04-17
U001,TU001_20250123_0019,I_soy_sauce,soy_sauce,1.0,L,2.55,2025-01-23,Trader Joe's,mobile_pay,False,condiments_spices,Kirkland,"Boston, MA",OCR,Thursday,in_store,2025-01-25,2025-04-06
U001,TU001_20241216_0020,I_apples,apples,0.78,kg,1.91,2024-12-16,Amazon Fresh,mobile_pay,False,produce,Generic,"Boston, MA",email,Monday,online,2024-12-16,2024-12-22
U001,TU001_20250521_0021,I_plums,plums,1.48,kg,5.52,2025-05-21,Market Basket,mobile_pay,False,produce,TraderJoes,"Boston, MA",email,Wednesday,online,2025-05-22,2025-05-29
U001,TU001_20250919_0022,I_flour,flour,0.87,kg,7.18,2025-09-19,Stop & Shop,mobile_pay,False,others,Generic,"Boston, MA",OCR,Friday,in_store,2025-09-19,2025-11-06
U001,TU001_20250719_0023,I_limes,limes,1.35,kg,3.69,2025-07-19,Amazon Fresh,debit_card,True,produce,Kirkland,"Boston, MA",email,Saturday,online,2025-07-22,2025-08-01
U001,TU001_20241104_0024,I_nutmeg,nutmeg,1.0,kg,5.33,2024-11-04,Stop & Shop,cash,False,condiments_spices,Kirkland,"Boston, MA",email,Monday,online,2024-11-05,2025-02-13
U001,TU001_20250604_0025,I_tofu,tofu,0.87,kg,8.64,2025-06-04,Amazon Fresh,cash,False,protein,Generic,"Boston, MA",manual,Wednesday,in_store,2025-06-05,2025-06-27
U001,TU001_20251018_0026,I_tofu,tofu,0.55,kg,4.33,2025-10-18,Target,credit_card,False,protein,Generic,"Boston, MA",manual,Saturday,in_store,2025-10-21,2025-11-04
U001,TU001_20250418_0027,I_peaches,peaches,1.47,kg,5.94,2025-04-18,Costco,mobile_pay,False,produce,Silk,"Boston, MA",manual,Friday,in_store,2025-04-18,2025-04-26
U001,TU001_20250403_0028,I_turkey,turkey,0.64,kg,11.41,2025-04-03,Amazon Fresh,debit_card,False,protein,TraderJoes,"Boston, MA",OCR,Thursday,in_store,2025-04-06,2025-04-10
U001,TU001_20250408_0029,I_chocolate_chips,chocolate_chips,0.31,kg,2.36,2025-04-08,Whole Foods,cash,True,others,Kirkland,"Boston, MA",manual,Tuesday,in_store,2025-04-10,2025-04-17
U001,TU001_20250601_0030,I_garlic_powder,garlic_powder,0.71,kg,3.49,2025-06-01,Market Basket,credit_card,True,condiments_spices,WholeFoods,"Boston, MA",OCR,Sunday,online,2025-06-01,2025-08-11
U001,TU001_20250610_0031,I_turkey,turkey,0.55,kg,8.37,2025-06-10,Costco,mobile_pay,False,protein,TraderJoes,"Boston, MA",email,Tuesday,in_store,2025-06-10,2025-06-13
U001,TU001_20250409_0032,I_potatoes,potatoes,1.35,kg,4.48,2025-04-09,Costco,mobile_pay,False,produce,365,"Boston, MA",email,Wednesday,in_store,2025-04-09,2025-05-04
U001,TU001_20250712_0033,I_cabbage,cabbage,1.44,kg,4.51,2025-07-12,Market Basket,cash,True,produce,TraderJoes,"Boston, MA",OCR,Saturday,online,2025-07-13,2025-07-24
U001,TU001_20250612_0034,I_hazelnuts,hazelnuts,1.78,kg,12.79,2025-06-12,Stop & Shop,mobile_pay,False,others,Horizon,"Boston, MA",email,Thursday,in_store,2025-06-12,2025-10-08
U001,TU001_20250304_0035,I_cumin,cumin,1.0,kg,2.29,2025-03-04,Market Basket,mobile_pay,False,condiments_spices,Horizon,"Boston, MA",email,Tuesday,in_store,2025-03-04,2025-06-12
U001,TU001_20241119_0036,I_limes,limes,1.76,kg,7.13,2024-11-19,Market Basket,credit_card,False,produce,Kirkland,"Boston, MA",OCR,Tuesday,in_store,2024-11-21,2024-12-04
U001,TU001_20250515_0037,I_paprika,paprika,0.36,kg,2.96,2025-05-15,Whole Foods,credit_card,False,condiments_spices,GreatValue,"Boston, MA",email,Thursday,online,2025-05-16,2025-06-07
U001,TU001_20250225_0038,I_turkey,turkey,0.31,kg,2.57,2025-02-25,Costco,mobile_pay,False,protein,TraderJoes,"Boston, MA",OCR,Tuesday,in_store,2025-02-26,2025-02-28
U001,TU001_20250906_0039,I_hazelnuts,hazelnuts,1.73,kg,12.07,2025-09-06,Market Basket,cash,True,others,Horizon,"Boston, MA",email,Saturday,in_store,2025-09-06,2025-12-30
U001,TU001_20250102_0040,I_asparagus,asparagus,2.14,kg,4.79,2025-01-02,Whole Foods,debit_card,False,produce,365,"Boston, MA",email,Thursday,online,2025-01-04,2025-01-20
U001,TU001_20241225_0041,I_rice_cakes,rice_cakes,16.0,pcs,17.69,2024-12-25,Market Basket,cash,False,snacks,365,"Boston, MA",OCR,Wednesday,online,2024-12-28,2025-04-27
U001,TU001_20250913_0042,I_spinach,spinach,1.81,kg,5.72,2025-09-13,Whole Foods,mobile_pay,False,produce,WholeFoods,"Boston, MA",manual,Saturday,in_store,2025-09-13,2025-10-11
U001,TU001_20250511_0043,I_cabbage,cabbage,0.62,kg,2.17,2025-05-11,Target,mobile_pay,False,produce,TraderJoes,"Boston, MA",OCR,Sunday,in_store,2025-05-14,2025-05-19
U001,TU001_20241021_0044,I_onions,onions,1.99,kg,5.85,2024-10-21,Whole Foods,credit_card,False,produce,TraderJoes,"Boston, MA",manual,Monday,in_store,2024-10-22,2024-11-02
U001,TU001_20250407_0045,I_chocolate_chips,chocolate_chips,1.33,kg,7.64,2025-04-07,Amazon Fresh,cash,False,others,Kirkland,"Boston, MA",OCR,Monday,in_store,2025-04-10,2025-05-10
U001,TU001_20250925_0046,I_rosemary,rosemary,1.0,kg,5.89,2025-09-25,Amazon Fresh,debit_card,False,condiments_spices,WholeFoods,"Boston, MA",email,Thursday,in_store,2025-09-27,2025-11-16
U001,TU001_20250909_0047,I_spinach,spinach,0.92,kg,1.81,2025-09-09,Trader Joe's,credit_card,True,produce,WholeFoods,"Boston, MA",manual,Tuesday,in_store,2025-09-11,2025-09-25
U001,TU001_20250523_0048,I_plums,plums,1.6,kg,3.7,2025-05-23,Market Basket,credit_card,False,produce,TraderJoes,"Boston, MA",email,Friday,online,2025-05-23,2025-05-31
U001,TU001_20250807_0049,I_trail_mix,trail_mix,18.0,pcs,48.55,2025-08-07,Stop & Shop,cash,False,snacks,Horizon,"Boston, MA",manual,Thursday,in_store,2025-08-10,2025-11-05
U001,TU001_20251001_0050,I_chickpeas,chickpeas,22.0,pcs,47.03,2025-10-01,Target,cash,False,canned,WholeFoods,"Boston, MA",manual,Wednesday,in_store,2025-10-01,2026-01-29
U001,TU001_20250904_0051,I_ground_beef,ground_beef,1.18,kg,9.69,2025-09-04,Amazon Fresh,cash,True,protein,365,"Boston, MA",manual,Thursday,in_store,2025-09-04,2025-09-12
U001,TU001_20251014_0052,I_pepper,pepper,1.0,kg,5.8,2025-10-14,Whole Foods,credit_card,False,condiments_spices,WholeFoods,"Boston, MA",email,Tuesday,in_store,2025-10-17,2025-12-22
U001,TU001_20241226_0053,I_pork_chops,pork_chops,0.58,kg,8.46,2024-12-26,Market Basket,cash,False,protein,TraderJoes,"Boston, MA",email,Thursday,in_store,2024-12-28,2025-01-01
U001,TU001_20241227_0054,I_ginger_powder,ginger_powder,1.0,kg,2.1,2024-12-27,Stop & Shop,mobile_pay,False,condiments_spices,WholeFoods,"Boston, MA",email,Friday,in_store,2024-12-30,2025-02-20
U001,TU001_20250711_0055,I_rice_cakes,rice_cakes,10.0,pcs,26.54,2025-07-11,Stop & Shop,debit_card,True,snacks,365,"Boston, MA",manual,Friday,online,2025-07-13,2025-09-27
U001,TU001_20250413_0056,I_ginger_powder,ginger_powder,1.0,kg,8.44,2025-04-13,Target,credit_card,False,condiments_spices,WholeFoods,"Boston, MA",OCR,Sunday,online,2025-04-14,2025-06-05
U001,TU001_20250503_0057,I_apples,apples,0.68,kg,3.4,2025-05-03,Amazon Fresh,mobile_pay,False,produce,Generic,"Boston, MA",manual,Saturday,in_store,2025-05-04,2025-05-09
U001,TU001_20250806_0058,I_flour,flour,1.7,kg,15.82,2025-08-06,Amazon Fresh,credit_card,False,others,Generic,"Boston, MA",manual,Wednesday,online,2025-08-09,2025-11-11
U001,TU001_20251016_0059,I_crackers,crackers,1.0,pcs,2.88,2025-10-16,Market Basket,credit_card,False,snacks,365,"Boston, MA",email,Thursday,online,2025-10-16,2025-10-18
U001,TU001_20250119_0060,I_tofu,tofu,1.2,kg,18.52,2025-01-19,Whole Foods,credit_card,False,protein,Generic,"Boston, MA",manual,Sunday,online,2025-01-22,2025-02-22
U001,TU001_20250628_0061,I_lentils,lentils,0.32,kg,3.87,2025-06-28,Target,mobile_pay,False,protein,TraderJoes,"Boston, MA",OCR,Saturday,in_store,2025-07-01,2025-07-07
U001,TU001_20250723_0062,I_hot_sauce,hot_sauce,1.0,pcs,7.68,2025-07-23,Whole Foods,mobile_pay,False,condiments_spices,Kirkland,"Boston, MA",OCR,Wednesday,in_store,2025-07-24,2025-08-13
U001,TU001_20250919_0063,I_hazelnuts,hazelnuts,1.83,kg,14.63,2025-09-19,Target,credit_card,True,others,Horizon,"Boston, MA",OCR,Friday,online,2025-09-21,2026-01-19
U001,TU001_20250706_0064,I_maple_syrup,maple_syrup,1.12,L,6.41,2025-07-06,Amazon Fresh,cash,False,others,Silk,"Boston, MA",email,Sunday,in_store,2025-07-06,2025-07-31
U001,TU001_20251003_0065,I_maple_syrup,maple_syrup,0.5,L,3.77,2025-10-03,Amazon Fresh,mobile_pay,False,others,Silk,"Boston, MA",manual,Friday,online,2025-10-05,2025-10-16
U001,TU001_20250818_0066,I_spinach,spinach,1.66,kg,6.33,2025-08-18,Market Basket,credit_card,False,produce,WholeFoods,"Boston, MA",OCR,Monday,in_store,2025-08-19,2025-09-14
U001,TU001_20250806_0067,I_honey,honey,0.43,L,3.15,2025-08-06,Trader Joe's,mobile_pay,False,others,TraderJoes,"Boston, MA",OCR,Wednesday,online,2025-08-06,2025-08-28
U001,TU001_20241105_0068,I_soy_sauce,soy_sauce,1.0,L,10.41,2024-11-05,Costco,credit_card,False,condiments_spices,Kirkland,"Boston, MA",email,Tuesday,in_store,2024-11-07,2025-01-17
U001,TU001_20250822_0069,I_pears,pears,0.69,kg,2.4,2025-08-22,Whole Foods,credit_card,False,produce,Kirkland,"Boston, MA",email,Friday,in_store,2025-08-25,2025-08-30
U001,TU001_20241220_0070,I_limes,limes,1.37,kg,4.23,2024-12-20,Amazon Fresh,mobile_pay,False,produce,Kirkland,"Boston, MA",manual,Friday,online,2024-12-20,2024-12-30
U001,TU001_20251009_0071,I_diced_tomatoes,diced_tomatoes,10.0,pcs,33.83,2025-10-09,Target,credit_card,False,canned,Kirkland,"Boston, MA",email,Thursday,in_store,2025-10-11,2025-12-26
U001,TU001_20250905_0072,I_tomato_sauce,tomato_sauce,20.0,pcs,42.58,2025-09-05,Market Basket,mobile_pay,True,canned,Kirkland,"Boston, MA",manual,Friday,in_store,2025-09-08,2026-01-06
U001,TU001_20250406_0073,I_onion_powder,onion_powder,1.0,kg,4.42,2025-04-06,Costco,cash,False,condiments_spices,TraderJoes,"Boston, MA",OCR,Sunday,in_store,2025-04-08,2025-07-17
U001,TU001_20250511_0074,I_asparagus,asparagus,2.18,kg,6.24,2025-05-11,Trader Joe's,debit_card,False,produce,365,"Boston, MA",OCR,Sunday,online,2025-05-13,2025-05-30
U001,TU001_20250705_0075,I_pears,pears,1.42,kg,5.94,2025-07-05,Whole Foods,cash,False,produce,Kirkland,"Boston, MA",OCR,Saturday,in_store,2025-07-08,2025-07-18
U001,TU001_20250717_0076,I_potatoes,potatoes,0.73,kg,1.88,2025-07-17,Costco,cash,False,produce,365,"Boston, MA",email,Thursday,in_store,2025-07-20,2025-08-02
U001,TU001_20250710_0077,I_garlic_powder,garlic_powder,1.0,kg,3.07,2025-07-10,Whole Foods,cash,True,condiments_spices,WholeFoods,"Boston, MA",OCR,Thursday,in_store,2025-07-13,2025-10-21
U001,TU001_20250818_0078,I_rice_cakes,rice_cakes,8.0,pcs,16.36,2025-08-18,Target,debit_card,False,snacks,365,"Boston, MA",manual,Monday,online,2025-08-18,2025-10-18
U001,TU001_20250303_0079,I_cookies,cookies,9.0,pcs,15.13,2025-03-03,Trader Joe's,mobile_pay,False,snacks,Silk,"Boston, MA",manual,Monday,online,2025-03-06,2025-05-17
U001,TU001_20250402_0080,I_flour,flour,1.55,kg,11.49,2025-04-02,Amazon Fresh,cash,False,others,Generic,"Boston, MA",OCR,Wednesday,online,2025-04-02,2025-06-27
U001,TU001_20250305_0081,I_plums,plums,1.95,kg,8.34,2025-03-05,Trader Joe's,mobile_pay,False,produce,TraderJoes,"Boston, MA",OCR,Wednesday,online,2025-03-05,2025-03-14
U001,TU001_20250522_0082,I_limes,limes,1.11,kg,2.31,2025-05-22,Trader Joe's,cash,False,produce,Kirkland,"Boston, MA",manual,Thursday,in_store,2025-05-25,2025-06-02
U001,TU001_20250629_0083,I_mayonnaise,mayonnaise,1.0,pcs,11.03,2025-06-29,Costco,credit_card,False,condiments_spices,GreatValue,"Boston, MA",OCR,Sunday,online,2025-07-01,2025-07-21
U001,TU001_20250501_0084,I_potatoes,potatoes,1.5,kg,5.47,2025-05-01,Stop & Shop,mobile_pay,False,produce,365,"Boston, MA",email,Thursday,online,2025-05-04,2025-05-31
U001,TU001_20241026_0085,I_trail_mix,trail_mix,6.0,pcs,27.34,2024-10-26,Target,cash,False,snacks,Horizon,"Boston, MA",email,Saturday,online,2024-10-28,2024-11-26
U001,TU001_20250703_0086,I_crackers,crackers,9.0,pcs,25.51,2025-07-03,Trader Joe's,credit_card,False,snacks,365,"Boston, MA",manual,Thursday,in_store,2025-07-05,2025-07-31
U001,TU001_20251017_0087,I_pepper,pepper,0.62,kg,3.53,2025-10-17,Trader Joe's,debit_card,False,condiments_spices,WholeFoods,"Boston, MA",manual,Friday,in_store,2025-10-20,2025-11-30
U001,TU001_20250909_0088,I_ginger_powder,ginger_powder,1.0,kg,6.58,2025-09-09,Amazon Fresh,debit_card,False,condiments_spices,WholeFoods,"Boston, MA",email,Tuesday,in_store,2025-09-11,2025-11-02
U001,TU001_20250910_0089,I_cumin,cumin,1.0,kg,4.31,2025-09-10,Target,mobile_pay,True,condiments_spices,Horizon,"Boston, MA",manual,Wednesday,in_store,2025-09-13,2025-12-22
U001,TU001_20250530_0090,I_apples,apples,0.36,kg,0.92,2025-05-30,Stop & Shop,cash,False,produce,Generic,"Boston, MA",manual,Friday,in_store,2025-05-31,2025-06-02
U001,TU001_20250115_0091,I_rice_cakes,rice_cakes,3.0,pcs,6.39,2025-01-15,Target,cash,True,snacks,365,"Boston, MA",email,Wednesday,online,2025-01-15,2025-02-07
U001,TU001_20250529_0092,I_lentils,lentils,0.37,kg,4.79,2025-05-29,Trader Joe's,debit_card,False,protein,TraderJoes,"Boston, MA",OCR,Thursday,in_store,2025-05-30,2025-06-06
U001,TU001_20250530_0093,I_paprika,paprika,1.0,kg,11.86,2025-05-30,Target,debit_card,False,condiments_spices,GreatValue,"Boston, MA",OCR,Friday,in_store,2025-05-31,2025-08-01
U001,TU001_20250706_0094,I_limes,limes,1.1,kg,3.19,2025-07-06,Costco,debit_card,False,produce,Kirkland,"Boston, MA",OCR,Sunday,online,2025-07-08,2025-07-16
U001,TU001_20250707_0095,I_hazelnuts,hazelnuts,2.1,kg,18.39,2025-07-07,Trader Joe's,credit_card,True,others,Horizon,"Boston, MA",email,Monday,online,2025-07-10,2025-11-07
U001,TU001_20241202_0096,I_cabbage,cabbage,2.47,kg,9.88,2024-12-02,Target,debit_card,True,produce,TraderJoes,"Boston, MA",OCR,Monday,in_store,2024-12-05,2024-12-25
U001,TU001_20250831_0097,I_rice,rice,0.61,kg,1.64,2025-08-31,Stop & Shop,cash,False,grain,365,"Boston, MA",manual,Sunday,in_store,2025-09-03,2025-10-02
U001,TU001_20251011_0098,I_celery,celery,2.28,kg,7.93,2025-10-11,Costco,mobile_pay,False,produce,TraderJoes,"Boston, MA",email,Saturday,online,2025-10-14,2025-10-23
U001,TU001_20250727_0099,I_popcorn,popcorn,23.0,pcs,67.71,2025-07-27,Market Basket,credit_card,True,snacks,GreatValue,"Boston, MA",email,Sunday,in_store,2025-07-30,2025-11-27
U001,TU001_20250827_0100,I_turmeric,turmeric,0.83,kg,7.37,2025-08-27,Trader Joe's,debit_card,False,condiments_spices,Generic,"Boston, MA",manual,Wednesday,in_store,2025-08-28,2025-10-15
U001,TU001_20251015_0101,I_onions,onions,0.46,kg,1.71,2025-10-15,Stop & Shop,credit_card,False,produce,TraderJoes,"Boston, MA",manual,Wednesday,in_store,2025-10-15,2025-10-17
U001,TU001_20251001_0102,I_chips,chips,21.0,pcs,44.89,2025-10-01,Costco,mobile_pay,False,snacks,365,"Boston, MA",manual,Wednesday,online,2025-10-04,2025-12-22
U001,TU001_20241107_0103,I_pork_chops,pork_chops,0.95,kg,16.83,2024-11-07,Target,cash,False,protein,TraderJoes,"Boston, MA",email,Thursday,in_store,2024-11-09,2024-11-16
U001,TU001_20250901_0104,I_popcorn,popcorn,18.0,pcs,33.46,2025-09-01,Amazon Fresh,cash,True,snacks,GreatValue,"Boston, MA",OCR,Monday,in_store,2025-09-04,2026-01-02
U001,TU001_20250601_0105,I_honey,honey,0.6,L,1.85,2025-06-01,Target,credit_card,False,others,TraderJoes,"Boston, MA",OCR,Sunday,in_store,2025-06-01,2025-07-02
U001,TU001_20250219_0106,I_curry_powder,curry_powder,1.0,kg,8.94,2025-02-19,Stop & Shop,cash,False,condiments_spices,Horizon,"Boston, MA",OCR,Wednesday,in_store,2025-02-22,2025-04-18
U001,TU001_20241205_0107,I_spinach,spinach,1.93,kg,4.14,2024-12-05,Stop & Shop,debit_card,True,produce,WholeFoods,"Boston, MA",OCR,Thursday,in_store,2024-12-05,2025-01-04
U001,TU001_20250731_0108,I_flour,flour,0.64,kg,4.53,2025-07-31,Target,credit_card,False,others,Generic,"Boston, MA",OCR,Thursday,in_store,2025-07-31,2025-09-04
U001,TU001_20250528_0109,I_thyme,thyme,1.0,kg,5.08,2025-05-28,Trader Joe's,credit_card,False,condiments_spices,GreatValue,"Boston, MA",OCR,Wednesday,in_store,2025-05-31,2025-09-08
U001,TU001_20250507_0110,I_cabbage,cabbage,2.44,kg,10.43,2025-05-07,Trader Joe's,cash,False,produce,TraderJoes,"Boston, MA",email,Wednesday,online,2025-05-09,2025-05-28
U001,TU001_20241205_0111,I_asparagus,asparagus,2.34,kg,11.41,2024-12-05,Target,credit_card,False,produce,365,"Boston, MA",email,Thursday,online,2024-12-08,2024-12-26
U001,TU001_20250527_0112,I_pork_chops,pork_chops,1.08,kg,18.6,2025-05-27,Whole Foods,credit_card,False,protein,TraderJoes,"Boston, MA",manual,Tuesday,in_store,2025-05-28,2025-06-05
U001,TU001_20241215_0113,I_black_beans,black_beans,6.0,pcs,23.27,2024-12-15,Amazon Fresh,mobile_pay,False,canned,GreatValue,"Boston, MA",email,Sunday,in_store,2024-12-17,2025-02-01
U001,TU001_20250830_0114,I_turkey,turkey,0.72,kg,9.55,2025-08-30,Whole Foods,debit_card,True,protein,TraderJoes,"Boston, MA",manual,Saturday,online,2025-08-30,2025-09-03
U001,TU001_20250131_0115,I_pretzels,pretzels,2.0,pcs,7.61,2025-01-31,Market Basket,credit_card,False,snacks,Generic,"Boston, MA",OCR,Friday,in_store,2025-02-02,2025-02-09
U001,TU001_20250723_0116,I_ginger_powder,ginger_powder,1.0,kg,7.52,2025-07-23,Trader Joe's,mobile_pay,True,condiments_spices,WholeFoods,"Boston, MA",email,Wednesday,online,2025-07-23,2025-09-13
U001,TU001_20241229_0117,I_spinach,spinach,0.31,kg,1.25,2024-12-29,Costco,credit_card,True,produce,WholeFoods,"Boston, MA",OCR,Sunday,in_store,2024-12-30,2025-01-03
U001,TU001_20250601_0118,I_asparagus,asparagus,0.95,kg,1.74,2025-06-01,Costco,credit_card,True,produce,365,"Boston, MA",email,Sunday,in_store,2025-06-03,2025-06-10
U001,TU001_20241109_0119,I_tomato_sauce,tomato_sauce,22.0,pcs,27.14,2024-11-09,Target,credit_card,False,canned,Kirkland,"Boston, MA",email,Saturday,in_store,2024-11-12,2025-03-12
U001,TU001_20250528_0120,I_tofu,tofu,1.07,kg,9.28,2025-05-28,Costco,cash,False,protein,Generic,"Boston, MA",manual,Wednesday,online,2025-05-29,2025-06-26
U001,TU001_20250625_0121,I_curry_powder,curry_powder,0.8,kg,4.72,2025-06-25,Market Basket,cash,True,condiments_spices,Horizon,"Boston, MA",manual,Wednesday,online,2025-06-26,2025-08-09
U001,TU001_20250328_0122,I_rice_cakes,rice_cakes,13.0,pcs,18.51,2025-03-28,Amazon Fresh,debit_card,False,snacks,365,"Boston, MA",manual,Friday,online,2025-03-31,2025-07-09
U001,TU001_20250918_0123,I_onion_powder,onion_powder,0.88,kg,2.13,2025-09-18,Stop & Shop,debit_card,False,condiments_spices,TraderJoes,"Boston, MA",email,Thursday,in_store,2025-09-21,2025-12-18
U001,TU001_20250423_0124,I_ginger_powder,ginger_powder,1.0,kg,9.1,2025-04-23,Market Basket,debit_card,False,condiments_spices,WholeFoods,"Boston, MA",manual,Wednesday,in_store,2025-04-26,2025-06-17
U001,TU001_20241119_0125,I_popcorn,popcorn,10.0,pcs,35.37,2024-11-19,Amazon Fresh,cash,True,snacks,GreatValue,"Boston, MA",OCR,Tuesday,online,2024-11-22,2025-02-16
U001,TU001_20241216_0126,I_pepper,pepper,0.66,kg,2.66,2024-12-16,Whole Foods,cash,False,condiments_spices,WholeFoods,"Boston, MA",manual,Monday,online,2024-12-16,2025-01-29
U001,TU001_20250302_0127,I_tomato_sauce,tomato_sauce,12.0,pcs,45.23,2025-03-02,Trader Joe's,credit_card,False,canned,Kirkland,"Boston, MA",manual,Sunday,online,2025-03-05,2025-07-03
U001,TU001_20250117_0128,I_zucchini,zucchini,0.49,kg,1.23,2025-01-17,Target,credit_card,True,produce,Horizon,"Boston, MA",OCR,Friday,online,2025-01-20,2025-01-25
U001,TU001_20250511_0129,I_onions,onions,2.38,kg,8.72,2025-05-11,Stop & Shop,cash,False,produce,TraderJoes,"Boston, MA",manual,Sunday,in_store,2025-05-12,2025-05-25
U001,TU001_20250108_0130,I_spinach,spinach,1.53,kg,3.36,2025-01-08,Amazon Fresh,mobile_pay,False,produce,WholeFoods,"Boston, MA",OCR,Wednesday,in_store,2025-01-10,2025-02-03
U001,TU001_20250422_0131,I_trail_mix,trail_mix,14.0,pcs,31.96,2025-04-22,Whole Foods,cash,False,snacks,Horizon,"Boston, MA",email,Tuesday,online,2025-04-25,2025-07-02
U001,TU001_20241022_0132,I_milk,milk,1.1,L,6.45,2024-10-22,Whole Foods,mobile_pay,False,dairy,WholeFoods,"Boston, MA",OCR,Tuesday,in_store,2024-10-25,2024-11-10
U001,TU001_20250502_0133,I_tomato_sauce,tomato_sauce,3.0,pcs,4.36,2025-05-02,Whole Foods,credit_card,False,canned,Kirkland,"Boston, MA",email,Friday,in_store,2025-05-03,2025-06-18
U001,TU001_20241022_0134,I_hazelnuts,hazelnuts,2.29,kg,11.97,2024-10-22,Whole Foods,credit_card,False,others,Horizon,"Boston, MA",manual,Tuesday,in_store,2024-10-23,2025-02-20
U001,TU001_20250608_0135,I_hot_sauce,hot_sauce,1.0,pcs,8.5,2025-06-08,Costco,debit_card,False,condiments_spices,Kirkland,"Boston, MA",manual,Sunday,in_store,2025-06-09,2025-06-29
U001,TU001_20250926_0136,I_milk,milk,1.94,L,5.59,2025-09-26,Target,debit_card,True,dairy,WholeFoods,"Boston, MA",manual,Friday,online,2025-09-26,2025-10-24
U001,TU001_20250120_0137,I_zucchini,zucchini,1.43,kg,5.25,2025-01-20,Stop & Shop,cash,False,produce,Horizon,"Boston, MA",manual,Monday,online,2025-01-23,2025-02-09
